Carimbo de data/hora,Qual o seu nome?,Como funciona um ataque de Injection?,Quais são as consequências de uma falha criptográfica em uma aplicação web?,"Relacione corretamente as vulnerabilidades com os padrões de segurança correspondentes, escolhendo a alternativa correta:",Como se prevenir de um ataque de Violação/Quebra do Controle de Acesso?,"Sobre injeção de SQL e segurança em bancos de dados, responda: Um sistema web armazena credenciais de usuários em um banco de dados. Qual das seguintes abordagens ainda pode ser vulnerável a um ataque de injeção de SQL, mesmo que pareça segura?",Por que o registro e o monitoramento de atividades são fundamentais para a segurança de um sistema?,"Sobre falhas criptográficas e armazenamento seguro de credenciais, responda: Em relação ao armazenamento de senhas, qual das abordagens abaixo representa a melhor prática em termos de segurança?",Sobre quebra de controle de acesso. Qual das seguintes configurações pode levar a uma vulnerabilidade de quebra de controle de acesso em um sistema web?,"Após um ataque em uma plataforma de e-commerce, onde dados de pagamento dos clientes foram alterados por um atacante, qual seria a melhor prática para evitar falhas de integridade de dados?  ","Em uma empresa, um sistema de controle de versões foi comprometido devido à falta de verificação da autenticidade do código. O que poderia ser feito para melhorar a integridade do software e proteger contra modificações não autorizadas?  ","Em um site de e-commerce, um usuário altera o ID na URL de sua conta de ""12345"" para ""12346"" e acessa os dados de outro usuário. Qual vulnerabilidade de segurança está ocorrendo?  ","Um atacante explora uma falha em um sistema de software, alterando o código-fonte ou os dados armazenados para modificar o comportamento do sistema, comprometendo sua precisão e confiabilidade.  Qual vulnerabilidade está sendo explorada neste cenário?  "
2025-02-25 15:48:36.334,P2,"Um ataque de injection ocorre quando um sistema permite que dados maliciosos sejam injetados em entradas não validadas, como formulários. Sistemas que validam e sanitizam entradas corretamente podem impedir que esses ataques sejam bem-sucedidos, protegendo a integridade dos dados e do sistema.","Vazamento de dados sensíveis, como senhas e informações pessoais.","1 → A, 2 → B, 3 → C, 4 → D",Implementação de Políticas de Privilégio Mínimo e Access Control,Uso de consultas parametrizadas (prepared statements) com a verificação de tipos das entradas do usuário.,Permitem identificar atividades suspeitas e responder rapidamente a incidentes.,"Usar um algoritmo de hash forte, como bcrypt, Argon2 ou PBKDF2, com um salt único para cada senha.",Uso de JSON Web Tokens (JWT) com um tempo de expiração curto.,"Implementar criptografia robusta de dados sensíveis, como números de cartão de crédito, e usar autenticação multifatorial para acesso administrativo.","Implementar assinaturas digitais no código-fonte e usar um sistema de controle de versões que registre todas as alterações, com auditoria rigorosa.",Broken Access Control,Cross-Site Scripting (XSS)
2025-02-25 15:48:40.100,P39,"Um ataque de injection ocorre quando um sistema permite que dados maliciosos sejam injetados em entradas não validadas, como formulários. Sistemas que validam e sanitizam entradas corretamente podem impedir que esses ataques sejam bem-sucedidos, protegendo a integridade dos dados e do sistema.","Vazamento de dados sensíveis, como senhas e informações pessoais.","1 → C, 2 → D, 3 → B, 4 → A",Implementação de Políticas de Privilégio Mínimo e Access Control,Validação de entrada do usuário apenas no frontend antes de enviar os dados ao servidor.,Permitem identificar atividades suspeitas e responder rapidamente a incidentes.,Armazenar senhas criptografadas com AES-256 e uma chave fixa embutida no código-fonte.,Não sei,"Implementar criptografia robusta de dados sensíveis, como números de cartão de crédito, e usar autenticação multifatorial para acesso administrativo.","Implementar assinaturas digitais no código-fonte e usar um sistema de controle de versões que registre todas as alterações, com auditoria rigorosa.",Não sei,Manipulação de código ou dados (exploiting software integrity)
2025-02-25 15:48:46.899,P19,"Um ataque de injection ocorre quando um sistema permite que dados maliciosos sejam injetados em entradas não validadas, como formulários. Sistemas que validam e sanitizam entradas corretamente podem impedir que esses ataques sejam bem-sucedidos, protegendo a integridade dos dados e do sistema.","Vazamento de dados sensíveis, como senhas e informações pessoais.","1 → A, 2 → B, 3 → C, 4 → D",Implementação de Políticas de Privilégio Mínimo e Access Control,Não sei,Permitem identificar atividades suspeitas e responder rapidamente a incidentes.,"Usar um algoritmo de hash forte, como bcrypt, Argon2 ou PBKDF2, com um salt único para cada senha.",Implementação de controle de acesso no frontend sem reforço no backend.,"Implementar criptografia robusta de dados sensíveis, como números de cartão de crédito, e usar autenticação multifatorial para acesso administrativo.","Implementar assinaturas digitais no código-fonte e usar um sistema de controle de versões que registre todas as alterações, com auditoria rigorosa.",Broken Access Control,Manipulação de código ou dados (exploiting software integrity)
2025-02-25 15:49:05.705,P23,"Um ataque de injection ocorre quando um sistema permite que dados maliciosos sejam injetados em entradas não validadas, como formulários. Sistemas que validam e sanitizam entradas corretamente podem impedir que esses ataques sejam bem-sucedidos, protegendo a integridade dos dados e do sistema.","Vazamento de dados sensíveis, como senhas e informações pessoais.","1 → A, 2 → B, 3 → C, 4 → D",Implementação de Políticas de Privilégio Mínimo e Access Control,Validação de entrada do usuário apenas no frontend antes de enviar os dados ao servidor.,Permitem identificar atividades suspeitas e responder rapidamente a incidentes.,"Usar um algoritmo de hash forte, como bcrypt, Argon2 ou PBKDF2, com um salt único para cada senha.",Implementação de controle de acesso no frontend sem reforço no backend.,"Permitir que os clientes alterem suas próprias transações diretamente pelo sistema, sem controles adicionais.",Não aplicar patches ou atualizações no código-fonte para evitar riscos de falhas de integridade.,Não sei,Manipulação de código ou dados (exploiting software integrity)
2025-02-25 15:49:25.495,P32,"Em um ataque de injection, um atacante insere comandos maliciosos em um sistema vulnerável. Uma senha forte e complexa pode impedir que isso aconteça, pois ela adiciona uma camada de segurança extra, dificultando a execução de injeções.","Vazamento de dados sensíveis, como senhas e informações pessoais.","1 → B, 2 → A, 3 → D, 4 → C",Implementação de Políticas de Privilégio Mínimo e Access Control,Não sei,Permitem identificar atividades suspeitas e responder rapidamente a incidentes.,"Usar um algoritmo de hash forte, como bcrypt, Argon2 ou PBKDF2, com um salt único para cada senha.",Implementação de controle de acesso no frontend sem reforço no backend.,"Implementar criptografia robusta de dados sensíveis, como números de cartão de crédito, e usar autenticação multifatorial para acesso administrativo.","Implementar assinaturas digitais no código-fonte e usar um sistema de controle de versões que registre todas as alterações, com auditoria rigorosa.",Não sei,Injeção de SQL
2025-02-25 15:49:33.449,P8,"Um ataque de injection ocorre quando um sistema permite que dados maliciosos sejam injetados em entradas não validadas, como formulários. Sistemas que validam e sanitizam entradas corretamente podem impedir que esses ataques sejam bem-sucedidos, protegendo a integridade dos dados e do sistema.","Vazamento de dados sensíveis, como senhas e informações pessoais.","1 → A, 2 → B, 3 → C, 4 → D",Implementação de Políticas de Privilégio Mínimo e Access Control,Não sei,Permitem identificar atividades suspeitas e responder rapidamente a incidentes.,"Usar um algoritmo de hash forte, como bcrypt, Argon2 ou PBKDF2, com um salt único para cada senha.",Implementação de controle de acesso no frontend sem reforço no backend.,"Implementar criptografia robusta de dados sensíveis, como números de cartão de crédito, e usar autenticação multifatorial para acesso administrativo.","Implementar assinaturas digitais no código-fonte e usar um sistema de controle de versões que registre todas as alterações, com auditoria rigorosa.",Injeção de SQL,Cross-Site Scripting (XSS)
2025-02-25 15:49:55.694,P27,"Um ataque de injection ocorre quando um sistema permite que dados maliciosos sejam injetados em entradas não validadas, como formulários. Sistemas que validam e sanitizam entradas corretamente podem impedir que esses ataques sejam bem-sucedidos, protegendo a integridade dos dados e do sistema.","Vazamento de dados sensíveis, como senhas e informações pessoais.","1 → A, 2 → B, 3 → C, 4 → D",Implementação de Políticas de Privilégio Mínimo e Access Control,Uso de consultas parametrizadas (prepared statements) com a verificação de tipos das entradas do usuário.,Permitem identificar atividades suspeitas e responder rapidamente a incidentes.,"Usar um algoritmo de hash forte, como bcrypt, Argon2 ou PBKDF2, com um salt único para cada senha.",Não sei,"Implementar criptografia robusta de dados sensíveis, como números de cartão de crédito, e usar autenticação multifatorial para acesso administrativo.","Implementar assinaturas digitais no código-fonte e usar um sistema de controle de versões que registre todas as alterações, com auditoria rigorosa.",XSS,Manipulação de código ou dados (exploiting software integrity)
2025-02-25 15:49:57.587,P26,"Um ataque de injection ocorre quando um sistema permite que dados maliciosos sejam injetados em entradas não validadas, como formulários. Sistemas que validam e sanitizam entradas corretamente podem impedir que esses ataques sejam bem-sucedidos, protegendo a integridade dos dados e do sistema.","Vazamento de dados sensíveis, como senhas e informações pessoais.","1 → A, 2 → B, 3 → C, 4 → D",Implementação de Políticas de Privilégio Mínimo e Access Control,Validação de entrada do usuário apenas no frontend antes de enviar os dados ao servidor.,Permitem identificar atividades suspeitas e responder rapidamente a incidentes.,"Usar um algoritmo de hash forte, como bcrypt, Argon2 ou PBKDF2, com um salt único para cada senha.",Implementação de controle de acesso no frontend sem reforço no backend.,"Implementar criptografia robusta de dados sensíveis, como números de cartão de crédito, e usar autenticação multifatorial para acesso administrativo.","Implementar assinaturas digitais no código-fonte e usar um sistema de controle de versões que registre todas as alterações, com auditoria rigorosa.",Broken Access Control,Manipulação de código ou dados (exploiting software integrity)
2025-02-25 15:50:11.070,P7,"Em um ataque de injection, um atacante insere comandos maliciosos em um sistema vulnerável. Uma senha forte e complexa pode impedir que isso aconteça, pois ela adiciona uma camada de segurança extra, dificultando a execução de injeções.","Vazamento de dados sensíveis, como senhas e informações pessoais.","1 → A, 2 → B, 3 → C, 4 → D",Implementação de Políticas de Privilégio Mínimo e Access Control,Validação de entrada do usuário apenas no frontend antes de enviar os dados ao servidor.,Permitem identificar atividades suspeitas e responder rapidamente a incidentes.,"Usar um algoritmo de hash forte, como bcrypt, Argon2 ou PBKDF2, com um salt único para cada senha.",Implementação de controle de acesso no frontend sem reforço no backend.,"Implementar criptografia robusta de dados sensíveis, como números de cartão de crédito, e usar autenticação multifatorial para acesso administrativo.","Implementar assinaturas digitais no código-fonte e usar um sistema de controle de versões que registre todas as alterações, com auditoria rigorosa.",Broken Access Control,Injeção de SQL
2025-02-25 15:50:12.935,P10,"Um ataque de injection ocorre quando um sistema permite que dados maliciosos sejam injetados em entradas não validadas, como formulários. Sistemas que validam e sanitizam entradas corretamente podem impedir que esses ataques sejam bem-sucedidos, protegendo a integridade dos dados e do sistema.","Vazamento de dados sensíveis, como senhas e informações pessoais.","1 → A, 2 → B, 3 → C, 4 → D",Implementação de Políticas de Privilégio Mínimo e Access Control,Validação de entrada do usuário apenas no frontend antes de enviar os dados ao servidor.,Permitem identificar atividades suspeitas e responder rapidamente a incidentes.,"Usar um algoritmo de hash forte, como bcrypt, Argon2 ou PBKDF2, com um salt único para cada senha.",Implementação de controle de acesso no frontend sem reforço no backend.,"Implementar criptografia robusta de dados sensíveis, como números de cartão de crédito, e usar autenticação multifatorial para acesso administrativo.","Implementar assinaturas digitais no código-fonte e usar um sistema de controle de versões que registre todas as alterações, com auditoria rigorosa.",Injeção de SQL,Manipulação de código ou dados (exploiting software integrity)
2025-02-25 15:50:29.870,P18,"Um ataque de injection ocorre quando um sistema permite que dados maliciosos sejam injetados em entradas não validadas, como formulários. Sistemas que validam e sanitizam entradas corretamente podem impedir que esses ataques sejam bem-sucedidos, protegendo a integridade dos dados e do sistema.","Vazamento de dados sensíveis, como senhas e informações pessoais.","1 → A, 2 → B, 3 → C, 4 → D",Implementação de Políticas de Privilégio Mínimo e Access Control,Não sei,Permitem identificar atividades suspeitas e responder rapidamente a incidentes.,"Usar um algoritmo de hash forte, como bcrypt, Argon2 ou PBKDF2, com um salt único para cada senha.",Não sei,"Implementar criptografia robusta de dados sensíveis, como números de cartão de crédito, e usar autenticação multifatorial para acesso administrativo.","Implementar assinaturas digitais no código-fonte e usar um sistema de controle de versões que registre todas as alterações, com auditoria rigorosa.",Injeção de SQL,Injeção de SQL
2025-02-25 15:50:48.466,P31,"Um ataque de injection ocorre quando um sistema permite que dados maliciosos sejam injetados em entradas não validadas, como formulários. Sistemas que validam e sanitizam entradas corretamente podem impedir que esses ataques sejam bem-sucedidos, protegendo a integridade dos dados e do sistema.","Vazamento de dados sensíveis, como senhas e informações pessoais.","1 → A, 2 → B, 3 → C, 4 → D",Não sei,Não sei,Permitem identificar atividades suspeitas e responder rapidamente a incidentes.,"Usar um algoritmo de hash forte, como bcrypt, Argon2 ou PBKDF2, com um salt único para cada senha.",Implementação de controle de acesso no frontend sem reforço no backend.,"Implementar criptografia robusta de dados sensíveis, como números de cartão de crédito, e usar autenticação multifatorial para acesso administrativo.","Implementar assinaturas digitais no código-fonte e usar um sistema de controle de versões que registre todas as alterações, com auditoria rigorosa.",Broken Access Control,Manipulação de código ou dados (exploiting software integrity)
2025-02-25 15:51:19.597,P9,"Um ataque de injection ocorre quando um sistema permite que dados maliciosos sejam injetados em entradas não validadas, como formulários. Sistemas que validam e sanitizam entradas corretamente podem impedir que esses ataques sejam bem-sucedidos, protegendo a integridade dos dados e do sistema.","Vazamento de dados sensíveis, como senhas e informações pessoais.","1 → A, 2 → B, 3 → C, 4 → D",Implementação de Políticas de Privilégio Mínimo e Access Control,Não sei,Permitem identificar atividades suspeitas e responder rapidamente a incidentes.,"Usar um algoritmo de hash forte, como bcrypt, Argon2 ou PBKDF2, com um salt único para cada senha.",Implementação de controle de acesso no frontend sem reforço no backend.,"Implementar criptografia robusta de dados sensíveis, como números de cartão de crédito, e usar autenticação multifatorial para acesso administrativo.","Implementar assinaturas digitais no código-fonte e usar um sistema de controle de versões que registre todas as alterações, com auditoria rigorosa.",Broken Access Control,Injeção de SQL
2025-02-25 15:51:43.716,P33,"Um ataque de injection ocorre quando um sistema permite que dados maliciosos sejam injetados em entradas não validadas, como formulários. Sistemas que validam e sanitizam entradas corretamente podem impedir que esses ataques sejam bem-sucedidos, protegendo a integridade dos dados e do sistema.","Vazamento de dados sensíveis, como senhas e informações pessoais.","1 → A, 2 → B, 3 → C, 4 → D",Implementação de Políticas de Privilégio Mínimo e Access Control,Não sei,Permitem identificar atividades suspeitas e responder rapidamente a incidentes.,"Usar um algoritmo de hash forte, como bcrypt, Argon2 ou PBKDF2, com um salt único para cada senha.",Não sei,"Implementar criptografia robusta de dados sensíveis, como números de cartão de crédito, e usar autenticação multifatorial para acesso administrativo.","Implementar assinaturas digitais no código-fonte e usar um sistema de controle de versões que registre todas as alterações, com auditoria rigorosa.",Broken Access Control,Injeção de SQL
2025-02-25 15:51:46.136,P20,"Um ataque de injection ocorre quando um sistema permite que dados maliciosos sejam injetados em entradas não validadas, como formulários. Sistemas que validam e sanitizam entradas corretamente podem impedir que esses ataques sejam bem-sucedidos, protegendo a integridade dos dados e do sistema.","Vazamento de dados sensíveis, como senhas e informações pessoais.","1 → A, 2 → B, 3 → C, 4 → D",Implementação de Políticas de Privilégio Mínimo e Access Control,Validação de entrada do usuário apenas no frontend antes de enviar os dados ao servidor.,Permitem identificar atividades suspeitas e responder rapidamente a incidentes.,Não sei,Implementação de controle de acesso no frontend sem reforço no backend.,"Implementar criptografia robusta de dados sensíveis, como números de cartão de crédito, e usar autenticação multifatorial para acesso administrativo.","Implementar assinaturas digitais no código-fonte e usar um sistema de controle de versões que registre todas as alterações, com auditoria rigorosa.",Broken Access Control,Manipulação de código ou dados (exploiting software integrity)
2025-02-25 15:52:21.519,P4,"Em um ataque de injection, um atacante insere comandos maliciosos em um sistema vulnerável. Uma senha forte e complexa pode impedir que isso aconteça, pois ela adiciona uma camada de segurança extra, dificultando a execução de injeções.","Vazamento de dados sensíveis, como senhas e informações pessoais.","1 → C, 2 → D, 3 → B, 4 → A",Usar apenas URLs para determinar quem pode acessar o quê no sistema.,Utilização de ORM (Object-Relational Mapping) com suporte nativo a escaping de entradas.,Substituem a necessidade de autenticação multifator (MFA).,Armazenar senhas criptografadas com AES-256 e uma chave fixa embutida no código-fonte.,Implementação de listas de controle de acesso (ACLs) para definir permissões por função.,"Implementar criptografia robusta de dados sensíveis, como números de cartão de crédito, e usar autenticação multifatorial para acesso administrativo.","Implementar assinaturas digitais no código-fonte e usar um sistema de controle de versões que registre todas as alterações, com auditoria rigorosa.",CSRF,Injeção de SQL
2025-02-25 15:53:14.101,P30,"Um ataque de injection ocorre quando um sistema permite que dados maliciosos sejam injetados em entradas não validadas, como formulários. Sistemas que validam e sanitizam entradas corretamente podem impedir que esses ataques sejam bem-sucedidos, protegendo a integridade dos dados e do sistema.","Vazamento de dados sensíveis, como senhas e informações pessoais.","1 → B, 2 → A, 3 → D, 4 → C",Implementação de Políticas de Privilégio Mínimo e Access Control,Validação de entrada do usuário apenas no frontend antes de enviar os dados ao servidor.,Permitem identificar atividades suspeitas e responder rapidamente a incidentes.,"Usar um algoritmo de hash forte, como bcrypt, Argon2 ou PBKDF2, com um salt único para cada senha.",Implementação de controle de acesso no frontend sem reforço no backend.,"Implementar criptografia robusta de dados sensíveis, como números de cartão de crédito, e usar autenticação multifatorial para acesso administrativo.","Implementar assinaturas digitais no código-fonte e usar um sistema de controle de versões que registre todas as alterações, com auditoria rigorosa.",Não sei,Manipulação de código ou dados (exploiting software integrity)
